date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,confidence,agreement,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-01,San Antonio Spurs @ New York Knicks,Mitchell Robinson,C3,7.5,7.54,0.04,0.5,OVER,PASS,57,HIGH,0.49,0.08,-110,-114,-110,0.496,0.504,0.533,0.0097,7.6,7.6,7.25,8.12,2
2026-03-01,San Antonio Spurs @ New York Knicks,OG Anunoby,C4,4.5,4.63,0.13,2.9,OVER,PASS,53,HIGH,0.425,0.31,-137,110,-137,0.548,0.452,0.62,0.0497,4.57,4.57,5,5.5,3
2026-03-01,Philadelphia 76ers @ Boston Celtics,Sam Hauser,C2,3.5,3.4,-0.1,2.9,UNDER,PASS,53,HIGH,0.361,0.43,115,-137,-137,0.446,0.554,0.609,0.0367,3.34,3.34,3.75,3.92,3
2026-03-01,Philadelphia 76ers @ Boston Celtics,Payton Pritchard,C2,3.5,3.55,0.05,1.4,OVER,PASS,51,HIGH,0.422,0.48,102,-128,102,0.469,0.531,0.547,0.0514,3.51,3.51,3.75,3.64,3
2026-03-01,Minnesota Timberwolves @ Denver Nuggets,Anthony Edwards,C4,5.5,5.46,-0.04,0.7,UNDER,PASS,50,HIGH,0.374,0.34,118,-152,-152,0.432,0.568,0.543,0,5.57,5.57,4.85,4.84,3
2026-03-01,Philadelphia 76ers @ Boston Celtics,Derrick White,C4,4.5,4.49,-0.01,0.2,UNDER,PASS,49,HIGH,0.529,0.46,123,-148,-148,0.429,0.571,0.508,0,4.38,4.38,5.1,5.47,3
2026-03-01,Milwaukee Bucks @ Chicago Bulls,Nick Richards,C3,7.5,7.87,0.37,4.9,OVER,PASS,46,MED,1.098,0.27,-103,-120,-103,0.482,0.518,0.632,0.1265,8.1,8.1,6.55,7.98,3
2026-03-01,Cleveland Cavaliers @ Brooklyn Nets,Jarrett Allen,C3,10.5,10,-0.5,4.8,UNDER,PASS,46,MED,1.042,0.16,-109,-102,-102,0.508,0.492,0.684,0.1808,10.18,10.18,8.95,8.18,3
2026-03-01,Milwaukee Bucks @ Chicago Bulls,Collin Sexton,C4,2.5,2.61,0.11,4.4,OVER,PASS,46,HIGH,0.736,0.74,102,-130,102,0.467,0.533,0.559,0.0633,2.69,2.69,2.16,4.17,3
2026-03-01,Detroit Pistons @ Orlando Magic,Jalen Duren,C3,11.5,11.14,-0.36,3.1,UNDER,PASS,44,MED,1.131,0.15,109,-138,-138,0.452,0.548,0.625,0.0538,10.98,10.98,12.05,9.59,3
2026-03-01,New Orleans Pelicans @ Los Angeles Clippers,Kawhi Leonard,C4,6.5,6.09,-0.41,6.3,UNDER,PASS,42,HIGH,0.557,0.64,-146,110,110,0.555,0.445,0.769,0.2795,6.05,6.05,6.34,5.51,1
2026-03-01,Detroit Pistons @ Orlando Magic,Paolo Banchero,C4,7.5,7.38,-0.12,1.6,UNDER,PASS,41,MED,1.207,0.02,106,-136,-136,0.457,0.543,0.54,0,7.16,7.16,8.64,6.67,3
2026-03-01,Oklahoma City Thunder @ Dallas Mavericks,Isaiah Hartenstein,C3,8.5,9.12,0.62,7.3,OVER,PASS,40,MED,0.927,0.41,-102,-120,-102,0.481,0.519,0.748,0.2455,9.33,9.33,7.91,7.5,3
2026-03-01,Milwaukee Bucks @ Chicago Bulls,Josh Giddey,C3,6.5,7.4,0.9,13.8,OVER,PASS,35,LOW,1.579,0.43,-115,102,-115,0.519,0.481,0.716,0.1947,7.14,7.14,8.86,8.94,3
2026-03-01,San Antonio Spurs @ New York Knicks,Karl-Anthony Towns,C4,10.5,10.81,0.31,3,OVER,PASS,34,MED,1.483,0.33,-103,-123,-103,0.479,0.521,0.583,0.0767,10.71,10.71,11.36,7.85,3
2026-03-01,San Antonio Spurs @ New York Knicks,Victor Wembanyama,C4,11.5,10.81,-0.69,6,UNDER,PASS,33,LOW,1.73,0.14,-114,-105,-105,0.51,0.49,0.655,0.1464,10.76,10.76,11.13,7,3
2026-03-01,Philadelphia 76ers @ Boston Celtics,Quentin Grimes,C2,3.5,3.5,0,0,UNDER,PASS,29,MED,1.251,0.32,116,-130,-130,0.45,0.55,0.5,0,3.34,3.34,4.43,4.24,3
